taxonID	acceptedNameUsageID	parentNameUsageID	scientificName	scientificNameAuthorship	kingdom	phylum	class	order	superfamily	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	taxonomicStatus	modified	namePublishedIn	scientificNameID	verbatimTaxonRank	taxonRemarks	higherClassification
945480	944069		Hapalemur griseus meridionalis Warter, Randrianasolo, Dutrillaux and Rumpler, 1987	Warter, Randrianasolo, Dutrillaux and Rumpler, 1987	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Hapalemur		griseus	meridionalis	subspecies	homotypicSynonym	2021-03-29		945480			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Hapalemur
944070		572789	Hapalemur occidentalis Rumpler, 1975	Rumpler, 1975	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Hapalemur		occidentalis		species	valid	2021-03-29		944070		Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Vulnerable as H. griseus occidentalis.Wilson & Reeder, eds. (2005): Comments:  Groves (2001c) treated this as a full species	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Hapalemur
944071		572789	Hapalemur alaotrensis Rumpler, 1975	Rumpler, 1975	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Hapalemur		alaotrensis		species	valid	2021-03-29		944071		Wilson & Reeder, eds. (2005): Comments:  Groves (2001c) treated this as a full species.Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Critically Endangered as H. griseus alaotrensis	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Hapalemur
944072		572842	Prolemur simus (Gray, 1870)	(Gray, 1870)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Prolemur		simus		species	valid	2021-03-29		944072		Wilson & Reeder, eds. (2005): Comments:  Includes H. gallieni Standing, 1905 (see Vuillaume-Randriamanantena et al., 1985).Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Critically Endangered as Hapalemur simus	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Prolemur
944073		572788	Eulemur rufus (Audebert, 1799)	(Audebert, 1799)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		rufus		species	valid	2021-03-29		944073		Wilson & Reeder, eds. (2005): Comments:  Regarded as a distinct species, not a subspecies of E. fulvus, by Groves (2001c).Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Lower Risk (nt) as E. fulvus rufus	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944074		572788	Eulemur rufifrons (Bennett, 1833)	(Bennett, 1833)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		rufifrons		species	valid	2021-03-29		944074			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944075		572788	Eulemur albifrons (É. Geoffroy Saint-Hilaire, 1796)	(É. Geoffroy Saint-Hilaire, 1796)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		albifrons		species	valid	2021-03-29		944075		Wilson & Reeder, eds. (2005): Comments:  Regarded as a distinct species by Groves (2001c).Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Lower Risk (nt) as E. fulvus albifrons	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944483	944075		Prosimia frederici Lesson, 1840	Lesson, 1840	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Prosimia		frederici		species	heterotypicSynonym	2021-03-29		944483			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944076		572788	Eulemur sanfordi (Archbold, 1932)	(Archbold, 1932)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		sanfordi		species	valid	2021-03-29		944076		Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Vulnerable as E. fulvus sanfordi.Wilson & Reeder, eds. (2005): Comments:  Regarded as a distinct species, not a subspecies of E. fulvus, by Groves (2001c)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944077		572788	Eulemur cinereiceps (A. Grandidier and A. Milne-Edwards, 1890)	(A. Grandidier and A. Milne-Edwards, 1890)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		cinereiceps		species	valid	2021-03-29		944077		Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered.Wilson & Reeder, eds. (2005): Comments:  Discussed by Groves (2001c), who recognized it with a query. The two known specimens (both females) are somewhat different, and both are unlike any known taxon, although females of some taxa, such as E. albocollaris, are poorly known and proper comparison is difficult	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944475	944077		Eulemur albocollaris (Rumpler, 1975)	(Rumpler, 1975)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		albocollaris		species	heterotypicSynonym	2021-03-29		944475		Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Critically Endangered as E. fulvus albocollaris.Wilson & Reeder, eds. (2005): Comments:  Regarded as a distinct species by Groves (2001c)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944078		572788	Eulemur collaris (É. Geoffroy Saint-Hilaire, 1812)	(É. Geoffroy Saint-Hilaire, 1812)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		collaris		species	valid	2021-03-29		944078		Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Vulnerable as E. fulvus collaris.Wilson & Reeder, eds. (2005): Comments:  Regarded as a distinct species by Groves (2001c)	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944485	944078		Prosimia melanocephala Gray, 1863	Gray, 1863	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Prosimia		melanocephala		species	heterotypicSynonym	2021-03-29		944485			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944491	944078		Prosimia xanthomystax Gray, 1863	Gray, 1863	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Prosimia		xanthomystax		species	heterotypicSynonym	2021-03-29		944491			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944079		572788	Eulemur flavifrons (Gray, 1867)	(Gray, 1867)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		flavifrons		species	valid	2021-03-29		944079			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944721	944079		Lemur nigerrimus Sclater, 1880	Sclater, 1880	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		nigerrimus		species	heterotypicSynonym	2021-03-29		944721			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
945471	944079		Eulemur macaco flavifrons (Gray, 1867)	(Gray, 1867)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Eulemur		macaco	flavifrons	subspecies	homotypicSynonym	2021-03-29		945471			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Eulemur
944080		572791	Varecia rubra (É. Geoffroy Saint-Hilaire, 1812)	(É. Geoffroy Saint-Hilaire, 1812)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Varecia		rubra		species	valid	2021-03-29		944080		Wilson & Reeder, eds. (2005): Comments:  Recognized as a full species by Groves (2001c).Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Critically Endangered	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Varecia
944704	944080		Prosimia erythromela Lesson, 1840	Lesson, 1840	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Prosimia		erythromela		species	heterotypicSynonym	2021-03-29		944704			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Varecia
944081		572793	Avahi mooreorum Lei, Engberg, Andriantompohavana, McGuire, Mittermeier, Zaonarivelo, Brenneman and Louis Jr., 2008	Lei, Engberg, Andriantompohavana, McGuire, Mittermeier, Zaonarivelo, Brenneman and Louis Jr., 2008	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi		mooreorum		species	valid	2021-03-29		944081			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Avahi
944082		572793	Avahi peyrierasi Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall and Rumpler, 2006	Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall and Rumpler, 2006	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi		peyrierasi		species	valid	2021-03-29		944082			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Avahi
944083		572793	Avahi betsileo Andriantompohavana, Lei, Zaonarivelo, Engberg, Nalanirina, McGuire, Shore et al., 2007	Andriantompohavana, Lei, Zaonarivelo, Engberg, Nalanirina, McGuire, Shore et al., 2007	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi		betsileo		species	valid	2021-03-29		944083			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Avahi
944084		572793	Avahi ramanantsoavani Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall and Rumpler, 2006	Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall and Rumpler, 2006	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi		ramanantsoavani		species	valid	2021-03-29		944084			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Avahi
1147537	944084		Avahi ramanantsoavanai Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall and Rumpler, 2006	Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall and Rumpler, 2006	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi		ramanantsoavanai		species	homotypicSynonym	2021-03-29		1147537			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Avahi
1147562	944084		Avahi meridionalis ramanantsoavani Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall and Rumpler, 2006	Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall and Rumpler, 2006	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi		meridionalis	ramanantsoavani	subspecies	homotypicSynonym	2021-03-29		1147562			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Avahi
944085		572793	Avahi meridionalis Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall and Rumpler, 2006	Zaramody, Fausser, Roos, Zinner, Andriaholinirina, Rabarivola, Norscia, Tattersall and Rumpler, 2006	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi		meridionalis		species	valid	2021-03-29		944085			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Avahi
944086		572793	Avahi occidentalis (Lorenz, 1898)	(Lorenz, 1898)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi		occidentalis		species	valid	2021-03-29		944086		Wilson & Reeder, eds. (2005): Comments:  Rumpler et al. (1990) suggested that occidentalis may be a distinct species, and they were followed by Thalmann and Geissmann (2000), who drew attention to a population in the Bemaraha district at 18°59'S, 44°45'E, which they suggested is likely to represent a further, undescribed species.Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Vulnerable	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Avahi
944087		572793	Avahi cleesei Thalmann and Geissmann, 2005	Thalmann and Geissmann, 2005	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi		cleesei		species	valid	2021-03-29		944087			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Avahi
944088		572793	Avahi unicolor Thalmann and Geissmann, 2000	Thalmann and Geissmann, 2000	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Avahi		unicolor		species	valid	2021-03-29		944088		Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Avahi
944089		572795	Propithecus coronatus A. Milne-Edwards, 1871	A. Milne-Edwards, 1871	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		coronatus		species	valid	2021-03-29		944089			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
945576	944089		Propithecus deckenii coronatus A. Milne-Edwards, 1871	A. Milne-Edwards, 1871	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		deckenii	coronatus	subspecies	homotypicSynonym	2021-03-29		945576			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
945577	944089		Propithecus deckenii damanus Pollen in Schlegel, 1876	Pollen in Schlegel, 1876	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		deckenii	damanus	subspecies	heterotypicSynonym	2021-03-29		945577			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
944090		572795	Propithecus coquereli (Grandidier, 1867)	(Grandidier, 1867)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		coquereli		species	valid	2021-03-29		944090		Wilson & Reeder, eds. (2005): Comments:  Recognized as a full species by Groves (2001c).Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Endangered as P. verreauxi coquereli	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
944670	944090		Propithecus damonis Gray, 1870	Gray, 1870	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		damonis		species	synonym	2014-06-26		944670			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
944091		572795	Propithecus edwardsi Grandidier, 1871	Grandidier, 1871	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		edwardsi		species	valid	2021-03-29		944091		Wilson & Reeder, eds. (2005): Comments:  Recognized as a full species by Groves (2001c).Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA and IUCN - Endangered as P. diadema edwardsi	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
944669	944091		Propithecus bicolor Gray, 1872	Gray, 1872	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		bicolor		species	heterotypicSynonym	2021-03-29		944669			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
944672	944091		Propithecus holomelas Günther, 1875	Günther, 1875	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		holomelas		species	heterotypicSynonym	2021-03-29		944672			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
944092		572795	Propithecus candidus Grandidier, 1871	Grandidier, 1871	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		candidus		species	valid	2021-03-29		944092			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
944750	944092		Propithecus sericeus A. Milne-Edwards and A. Grandidier, 1872	A. Milne-Edwards and A. Grandidier, 1872	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		sericeus		species	heterotypicSynonym	2021-03-29		944750			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
945578	944092		Propithecus diadema candidus Grandidier, 1871	Grandidier, 1871	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		diadema	candidus	subspecies	homotypicSynonym	2021-03-29		945578			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
944093		572795	Propithecus perrieri Lavauden, 1931	Lavauden, 1931	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		perrieri		species	valid	2021-03-29		944093		Wilson & Reeder, eds. (2005): Comments:  Recognized as a full species by Groves (2001c).Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA and IUCN - Critically Endangered as P. diadema perrieri	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
944671		572795	Propithecus deckenii Peters, 1870	Peters, 1870	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Indriidae	Propithecus		deckenii		species	valid	2021-03-29		944671		Wilson & Reeder, eds. (2005): Comments:  Recognized as a full species by Groves (2001c).Wilson & Reeder, eds. (2005): Status:  CITES - Appendix I; U.S. ESA - Endangered; IUCN - Vulnerable as P. verreauxi deckenii, Critically Endangered as P. v. coronatus.S.N. Alexander, ITIS Data Development Specialist: The author for Propithecus deckenii was incorrectly cited as A. Grandidier, 1867 in Wilson and Reeder (2005); apparently a conflation with the author of Propithecus verreuxi	Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Indriidae|Propithecus
944881	945071		Lemur varius I. Geoffroy Saint-Hilaire, 1851	I. Geoffroy Saint-Hilaire, 1851	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		varius		species	heterotypicSynonym	2021-03-29		944881			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Varecia|Varecia variegata
944882	945071		Maki vari Muirhead, 1819	Muirhead, 1819	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Maki		vari		species	heterotypicSynonym	2021-03-29		944882			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Varecia|Varecia variegata
945033	945068		Hapalemur schlegeli Pocock, 1917	Pocock, 1917	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Hapalemur		schlegeli		species	heterotypicSynonym	2021-03-29		945033			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Hapalemur|Hapalemur griseus
945034	945068		Hapalemur olivaceus I. Geoffroy Saint-Hilaire, 1851	I. Geoffroy Saint-Hilaire, 1851	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Hapalemur		olivaceus		species	heterotypicSynonym	2021-03-29		945034			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Hapalemur|Hapalemur griseus
945035	945068		Lemur cinereus Desmarest, 1820	Desmarest, 1820	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Lemur		cinereus		species	heterotypicSynonym	2021-03-29		945035			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Hapalemur|Hapalemur griseus
945068		572870	Hapalemur griseus griseus (Link, 1795)	(Link, 1795)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Hapalemur		griseus	griseus	subspecies	valid	2021-03-29		945068			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Hapalemur|Hapalemur griseus
945069		572870	Hapalemur griseus gilberti Rabarivola, Prosper, Zaramody, Andriaholinirina and Hauwy, 2007	Rabarivola, Prosper, Zaramody, Andriaholinirina and Hauwy, 2007	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Hapalemur		griseus	gilberti	subspecies	valid	2021-03-29		945069			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Hapalemur|Hapalemur griseus
945070		572870	Hapalemur griseus ranomafanensis Rabarivola, Prosper, Zaramody, Andriaholinirina and Hauwy, 2007	Rabarivola, Prosper, Zaramody, Andriaholinirina and Hauwy, 2007	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Hapalemur		griseus	ranomafanensis	subspecies	valid	2021-03-29		945070			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Hapalemur|Hapalemur griseus
945071		572873	Varecia variegata variegata (Kerr, 1792)	(Kerr, 1792)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Varecia		variegata	variegata	subspecies	valid	2021-03-29		945071			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Varecia|Varecia variegata
945072		572873	Varecia variegata editorum (O. Hill, 1953)	(O. Hill, 1953)	Animalia	Chordata	Mammalia	Primates	Lemuroidea	Lemuridae	Varecia		variegata	editorum	subspecies	valid	2021-03-29		945072			Animalia|Bilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Tetrapoda|Mammalia|Theria|Eutheria|Primates|Strepsirrhini|Lemuriformes|Lemuroidea|Lemuridae|Varecia|Varecia variegata
